title,movieId,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,movie_imdb_link
Home,143976,Tim Johnson,Matt Jones,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
Home,143976,Tim Johnson,Matt Jones,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
Home,143972,Tim Johnson,Matt Jones,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
Home,143972,Tim Johnson,Matt Jones,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
Home,143972,Tim Johnson,Matt Jones,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
Home,174693,Tim Johnson,Matt Jones,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
Home,174693,Tim Johnson,Matt Jones,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
Home,174693,Tim Johnson,Matt Jones,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
Home,130520,Tim Johnson,Matt Jones,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
Home,130520,Tim Johnson,Matt Jones,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
Home,130520,Tim Johnson,Matt Jones,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,Home ,April Winchell,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
Wall Street: Money Never Sleeps,80590,Oliver Stone,Austin Pendleton,Drama,Frank Langella,Wall Street: Money Never Sleeps ,John Buffalo Mailer,corporate greed|crisis|economy|greed|mentor,http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1
Somewhere,81791,Sofia Coppola,Chris Pontius,Comedy|Drama,Nathalie Fay,Somewhere ,Erin Wasson,actor|boredom|luxury hotel|party|trip,http://www.imdb.com/title/tt1421051/?ref_=fn_tt_tt_1
Biutiful,81819,Alejandro G. Iñárritu,Hanaa Bouchaib,Drama,Maricel Álvarez,Biutiful ,Eduard Fernández,children|chinese|illegal immigrant|immigrant|male ponytail,http://www.imdb.com/title/tt1164999/?ref_=fn_tt_tt_1
Frozen,82452,Chris Buck,Maurice LaMarche,Adventure|Animation|Comedy|Family|Fantasy|Musical,Josh Gad,Frozen ,Livvy Stubenrauch,magic|sister love|sister sister relationship|snow|snowman,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1
Frozen,118818,Chris Buck,Maurice LaMarche,Adventure|Animation|Comedy|Family|Fantasy|Musical,Josh Gad,Frozen ,Livvy Stubenrauch,magic|sister love|sister sister relationship|snow|snowman,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1
Frozen,75395,Chris Buck,Maurice LaMarche,Adventure|Animation|Comedy|Family|Fantasy|Musical,Josh Gad,Frozen ,Livvy Stubenrauch,magic|sister love|sister sister relationship|snow|snowman,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1
Frozen,106696,Chris Buck,Maurice LaMarche,Adventure|Animation|Comedy|Family|Fantasy|Musical,Josh Gad,Frozen ,Livvy Stubenrauch,magic|sister love|sister sister relationship|snow|snowman,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1
Another Year,82463,Mike Leigh,Imelda Staunton,Comedy|Drama,Jim Broadbent,Another Year ,Phil Davis,autumn|four seasons|friend|looking at one's self in a mirror|unhappiness,http://www.imdb.com/title/tt1431181/?ref_=fn_tt_tt_1
Another Year,172133,Mike Leigh,Imelda Staunton,Comedy|Drama,Jim Broadbent,Another Year ,Phil Davis,autumn|four seasons|friend|looking at one's self in a mirror|unhappiness,http://www.imdb.com/title/tt1431181/?ref_=fn_tt_tt_1
Barney's Version,82527,Richard J. Lewis,Atom Egoyan,Comedy|Drama,Mark Addy,Barney's Version ,Paul Gross,ex wife|guest|marriage|memory|montreal,http://www.imdb.com/title/tt1423894/?ref_=fn_tt_tt_1
Rabbit Hole,82767,John Cameron Mitchell,Jon Tenney,Drama,Dianne Wiest,Rabbit Hole ,Tammy Blanchard,car|comic book|comic book artist|iphone|memory,http://www.imdb.com/title/tt0935075/?ref_=fn_tt_tt_1
Mao's Last Dancer,83082,Bruce Beresford,Suzie Steen,Biography|Drama|Music|Romance,Bruce Greenwood,Mao's Last Dancer ,Aden Young,ballet|beijing|dancer|love|village,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1
Welcome to the Rileys,84242,Jake Scott,Ally Sheedy,Drama,Kristen Stewart,Welcome to the Rileys ,Kerry Cahill,businessman|prostitute|street|stripper|travel,http://www.imdb.com/title/tt1183923/?ref_=fn_tt_tt_1
Beginners,87304,Mike Mills,Lou Taylor Pucci,Comedy|Drama|Romance,Goran Visnjic,Beginners ,Mary Page Keller,actress|cancer|death|french|gay relationship,http://www.imdb.com/title/tt1532503/?ref_=fn_tt_tt_1
Snow Flower and the Secret Fan,88138,Wayne Wang,Russell Wong,Drama|History,Bingbing Li,Snow Flower and the Secret Fan ,Ji-hyun Jun,car hitting pedestrian|china|fan|nineteenth century|reversal of fortune,http://www.imdb.com/title/tt1541995/?ref_=fn_tt_tt_1
3 Backyards,88423,Eric Mendelsohn,Edie Falco,Drama,Embeth Davidtz,3 Backyards ,Kathryn Erbe,number in title,http://www.imdb.com/title/tt1314190/?ref_=fn_tt_tt_1
Hesher,89047,Spencer Susser,Natalie Portman,Drama,Joseph Gordon-Levitt,Hesher ,Rainn Wilson,bully|car|car accident|fire|vomiting,http://www.imdb.com/title/tt1403177/?ref_=fn_tt_tt_1
Richard III,89323,Richard Loncraine,Jim Broadbent,Drama|War,Robert Downey Jr.,Richard III ,Kristin Scott Thomas,1930s|abuse of power|england|king|murder,http://www.imdb.com/title/tt0114279/?ref_=fn_tt_tt_1
Richard III,41,Richard Loncraine,Jim Broadbent,Drama|War,Robert Downey Jr.,Richard III ,Kristin Scott Thomas,1930s|abuse of power|england|king|murder,http://www.imdb.com/title/tt0114279/?ref_=fn_tt_tt_1
Richard III,7338,Richard Loncraine,Jim Broadbent,Drama|War,Robert Downey Jr.,Richard III ,Kristin Scott Thomas,1930s|abuse of power|england|king|murder,http://www.imdb.com/title/tt0114279/?ref_=fn_tt_tt_1
Moneyball,89492,Bennett Miller,Robin Wright,Biography|Drama|Sport,Philip Seymour Hoffman,Moneyball ,Brad Pitt,baseball|meeting|statistics|strategy|voice over,http://www.imdb.com/title/tt1210166/?ref_=fn_tt_tt_1
Restless,89570,Edward Hall,Hayley Atwell,Drama|Romance,Rufus Sewell,Restless ,Charlotte Rampling,espionage|motel|mother son relationship|murder disguised as suicide|shot in the head,http://www.imdb.com/title/tt2241676/?ref_=fn_tt_tt_1
Restless,155816,Edward Hall,Hayley Atwell,Drama|Romance,Rufus Sewell,Restless ,Charlotte Rampling,espionage|motel|mother son relationship|murder disguised as suicide|shot in the head,http://www.imdb.com/title/tt2241676/?ref_=fn_tt_tt_1
Warrior,89774,Gavin O'Connor,Frank Grillo,Drama|Sport,Tom Hardy,Warrior ,Kevin Dunn,alcoholic|mixed martial arts|return home|tournament|underdog,http://www.imdb.com/title/tt1291584/?ref_=fn_tt_tt_1
Warrior,182873,Gavin O'Connor,Frank Grillo,Drama|Sport,Tom Hardy,Warrior ,Kevin Dunn,alcoholic|mixed martial arts|return home|tournament|underdog,http://www.imdb.com/title/tt1291584/?ref_=fn_tt_tt_1
Circumstance,89997,Maryam Keshavarz,Reza Sixo Safai,Drama,Sarah Kazemy,Circumstance ,Sina Amedson,closeted lesbian|iranian|islamophobia|propaganda|teenager,http://www.imdb.com/title/tt1684628/?ref_=fn_tt_tt_1
Take Shelter,90057,Jeff Nichols,Shea Whigham,Drama|Thriller,Katy Mixon,Take Shelter ,Robert Longstreet,ambiguous ending|firefly|mysterious event|schizophrenia|storm,http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1
Margaret,90428,Kenneth Lonergan,Kieran Culkin,Drama,Matt Damon,Margaret ,John Gallagher Jr.,accident|bus|loss of virginity|new york city|virginity,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1
Margaret,125658,Kenneth Lonergan,Kieran Culkin,Drama,Matt Damon,Margaret ,John Gallagher Jr.,accident|bus|loss of virginity|new york city|virginity,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1
Shame,90531,Steve McQueen,Nicole Beharie,Drama,Michael Fassbender,Shame ,James Badge Dale,female frontal nudity|female nudity|male nudity|sex addict|sex addiction,http://www.imdb.com/title/tt1723811/?ref_=fn_tt_tt_1
Shame,195555,Steve McQueen,Nicole Beharie,Drama,Michael Fassbender,Shame ,James Badge Dale,female frontal nudity|female nudity|male nudity|sex addict|sex addiction,http://www.imdb.com/title/tt1723811/?ref_=fn_tt_tt_1
Anonymous,90645,Roland Emmerich,Joely Richardson,Drama|History|Thriller,Vanessa Redgrave,Anonymous ,Rafe Spall,earl of oxford|play|queen|rebellion|shakespeare play,http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1
J. Edgar,90719,Clint Eastwood,Naomi Watts,Biography|Crime|Drama,Leonardo DiCaprio,J. Edgar ,Kaitlyn Dever,agent|fbi|federal bureau of investigation|gay relationship|secret,http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1
Higher Ground,90868,Vera Farmiga,Bill Irwin,Drama,Donna Murphy,Higher Ground ,Michael Chernus,1960s|belief in the afterlife|domestic violence|faith|minister,http://www.imdb.com/title/tt1562568/?ref_=fn_tt_tt_1
Another Happy Day,91010,Sam Levinson,Ezra Miller,Comedy|Drama,George Kennedy,Another Happy Day ,Demi Moore,countryside|marriage|maryland|usa|wedding,http://www.imdb.com/title/tt1719071/?ref_=fn_tt_tt_1
My Week with Marilyn,91134,Simon Curtis,Toby Jones,Biography|Drama,Eddie Redmayne,My Week with Marilyn ,Julia Ormond,actress|assistant director|blonde bombshell|movie star|wardrobe,http://www.imdb.com/title/tt1655420/?ref_=fn_tt_tt_1
Albert Nobbs,91673,Rodrigo García,Michael McElhatton,Drama,Mia Wasikowska,Albert Nobbs ,Mark Williams,19th century|hotel|painter|waiter|woman pretending to be a man,http://www.imdb.com/title/tt1602098/?ref_=fn_tt_tt_1
Tanner Hall,91826,Francesca Gregorini,Amy Sedaris,Drama,Tom Everett Scott,Tanner Hall ,Chris Kattan,boarding school|coming of age|female friendship|lesbian|new england,http://www.imdb.com/title/tt1151410/?ref_=fn_tt_tt_1
Newlyweds,91829,Edward Burns,Caitlin FitzGerald,Comedy|Drama,Kerry Bishé,Newlyweds ,Daniella Pineda,written and directed by cast member,http://www.imdb.com/title/tt1880418/?ref_=fn_tt_tt_1
October Baby,93061,Andrew Erwin,Robert Amaya,Drama,Rachel Hendrix,October Baby ,Jason Burkey,abortion|anti choice|christian preach|malpractice|unprofessional conduct,http://www.imdb.com/title/tt1720182/?ref_=fn_tt_tt_1
Freedom,93187,Peter Cousens,David Rasche,Drama|Family|Music,Sharon Leal,Freedom ,Bart Shatto,19th century|christian film|hymn|religion|slave,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1
Freedom,116945,Peter Cousens,David Rasche,Drama|Family|Music,Sharon Leal,Freedom ,Bart Shatto,19th century|christian film|hymn|religion|slave,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1
Freedom,143649,Peter Cousens,David Rasche,Drama|Family|Music,Sharon Leal,Freedom ,Bart Shatto,19th century|christian film|hymn|religion|slave,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1
Freedom,134823,Peter Cousens,David Rasche,Drama|Family|Music,Sharon Leal,Freedom ,Bart Shatto,19th century|christian film|hymn|religion|slave,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1
Freedom,159664,Peter Cousens,David Rasche,Drama|Family|Music,Sharon Leal,Freedom ,Bart Shatto,19th century|christian film|hymn|religion|slave,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1
Freedom,157805,Peter Cousens,David Rasche,Drama|Family|Music,Sharon Leal,Freedom ,Bart Shatto,19th century|christian film|hymn|religion|slave,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1
Courageous,93265,Alex Kendrick,Alex Kendrick,Drama,Ben Davies,Courageous ,T.C. Stallings,faith|fatherhood|integrity|police|responsibility,http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1
Flywheel,93267,Alex Kendrick,Lisa Arnold,Drama,Shannen Fields,Flywheel ,Janet Lee Dapper,baby|car salesman|christian film|pregnancy|used car salesman,http://www.imdb.com/title/tt0425027/?ref_=fn_tt_tt_1
Trouble with the Curve,96693,Robert Lorenz,Ed Lauter,Drama|Sport,Clint Eastwood,Trouble with the Curve ,Bob Gunton,aging|baseball|baseball scout|north carolina|pitcher,http://www.imdb.com/title/tt2083383/?ref_=fn_tt_tt_1
Chasing Mavericks,97832,Michael Apted,Abigail Spencer,Biography|Drama|Sport,Gerard Butler,Chasing Mavericks ,Leven Rambin,box office flop|no opening credits|surfing|two word title|year 1987,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1
Flight,97923,Robert Zemeckis,Bruce Greenwood,Drama|Thriller,Denzel Washington,Flight ,Nadine Velazquez,airline|flight|flight attendant|lawyer|pilot,http://www.imdb.com/title/tt1907668/?ref_=fn_tt_tt_1
Anna Karenina,97936,Joe Wright,Guro Nagelhus Schia,Drama|Romance,Kelly Macdonald,Anna Karenina ,Matthew Macfadyen,dance|infidelity|marriage|russia|russian,http://www.imdb.com/title/tt1781769/?ref_=fn_tt_tt_1
Anna Karenina,1496,Joe Wright,Guro Nagelhus Schia,Drama|Romance,Kelly Macdonald,Anna Karenina ,Matthew Macfadyen,dance|infidelity|marriage|russia|russian,http://www.imdb.com/title/tt1781769/?ref_=fn_tt_tt_1
Anna Karenina,7092,Joe Wright,Guro Nagelhus Schia,Drama|Romance,Kelly Macdonald,Anna Karenina ,Matthew Macfadyen,dance|infidelity|marriage|russia|russian,http://www.imdb.com/title/tt1781769/?ref_=fn_tt_tt_1
Anna Karenina,173727,Joe Wright,Guro Nagelhus Schia,Drama|Romance,Kelly Macdonald,Anna Karenina ,Matthew Macfadyen,dance|infidelity|marriage|russia|russian,http://www.imdb.com/title/tt1781769/?ref_=fn_tt_tt_1
Anna Karenina,192449,Joe Wright,Guro Nagelhus Schia,Drama|Romance,Kelly Macdonald,Anna Karenina ,Matthew Macfadyen,dance|infidelity|marriage|russia|russian,http://www.imdb.com/title/tt1781769/?ref_=fn_tt_tt_1
Won't Back Down,97986,Daniel Barnz,Rosie Perez,Drama,Holly Hunter,Won't Back Down ,Dante Brown,children|inner city|parent|school|teacher,http://www.imdb.com/title/tt1870529/?ref_=fn_tt_tt_1
Won't Back Down,149812,Daniel Barnz,Rosie Perez,Drama,Holly Hunter,Won't Back Down ,Dante Brown,children|inner city|parent|school|teacher,http://www.imdb.com/title/tt1870529/?ref_=fn_tt_tt_1
Walter,98228,Anna Mastro,Justin Kirk,Comedy|Drama,Leven Rambin,Walter ,Virginia Madsen,based on short film|based on short story,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1
Walter,200248,Anna Mastro,Justin Kirk,Comedy|Drama,Leven Rambin,Walter ,Virginia Madsen,based on short film|based on short story,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1
Walter,131448,Anna Mastro,Justin Kirk,Comedy|Drama,Leven Rambin,Walter ,Virginia Madsen,based on short film|based on short story,http://www.imdb.com/title/tt2016335/?ref_=fn_tt_tt_1
This Is 40,99117,Judd Apatow,Maude Apatow,Comedy,Charlyne Yi,This Is 40 ,Mackenzie Aladjem,40th birthday|aging|birthday|sex|viagra,http://www.imdb.com/title/tt1758830/?ref_=fn_tt_tt_1
42,101895,Brian Helgeland,Christopher Meloni,Biography|Drama|Sport,Harrison Ford,42 ,Nicole Beharie,baseball|baseball player|brooklyn dodgers|major league baseball|racism,http://www.imdb.com/title/tt0453562/?ref_=fn_tt_tt_1
Home Run,102064,David Boyd,Drew Waters,Drama|Sport,Vivica A. Fox,Home Run ,Scott Elrod,addiction|alcoholic|baseball|car accident|reference to god,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1
Fruitvale Station,103624,Ryan Coogler,Melonie Diaz,Biography|Drama|Romance,Ahna O'Reilly,Fruitvale Station ,Ariana Neal,22 year old|b.a.r.t.|bay area|birthday|police,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1
Darling Companion,103978,Lawrence Kasdan,Mark Duplass,Comedy|Drama|Romance,Dianne Wiest,Darling Companion ,Sam Shepard,dog|marriage|search|wedding|woods,http://www.imdb.com/title/tt1730687/?ref_=fn_tt_tt_1
Blue Jasmine,103980,Woody Allen,Charlie Tahan,Drama,Sally Hawkins,Blue Jasmine ,Andrew Dice Clay,congenital liar|mental breakdown|self deception|snob|talking to oneself,http://www.imdb.com/title/tt2334873/?ref_=fn_tt_tt_1
Lee Daniels' The Butler,104337,Lee Daniels,David Oyelowo,Biography|Drama,Alex Pettyfer,Lee Daniels' The Butler ,Vanessa Redgrave,butler|civil rights|hotel|president|white house,http://www.imdb.com/title/tt1327773/?ref_=fn_tt_tt_1
Tidal Wave,104590,JK Youn,Ji-won Ha,Action|Comedy|Drama|Thriller,Nicole Dionne,Tidal Wave ,Kyung-gu Sol,korea|lifeguard|single father|tears|tsunami,http://www.imdb.com/title/tt1153040/?ref_=fn_tt_tt_1
12 Years a Slave,105844,Steve McQueen,Scoot McNairy,Biography|Drama|History,Quvenzhané Wallis,12 Years a Slave ,Taran Killam,racism|separation from family|social injustice|torture|whipping,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1
Dallas Buyers Club,106100,Jean-Marc Vallée,Jennifer Garner,Biography|Drama,Matthew McConaughey,Dallas Buyers Club ,Denis O'Hare,drugs|fda|gay community|hiv|homophobia,http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1
Ida,106452,Pawel Pawlikowski,Agata Trzebuchowska,Drama,Joanna Kulig,Ida ,Agata Kulesza,convent|jew|jewish|nun|poland,http://www.imdb.com/title/tt2718492/?ref_=fn_tt_tt_1
Inside Llewyn Davis,106766,Ethan Coen,Max Casella,Drama|Music,Justin Timberlake,Inside Llewyn Davis ,Alex Karpovsky,1960s|car hitting an animal|folk singer|friend|singer,http://www.imdb.com/title/tt2042568/?ref_=fn_tt_tt_1
Mandela: Long Walk to Freedom,106839,Justin Chadwick,Fana Mokoena,Biography|Drama|History,Terry Pheto,Mandela: Long Walk to Freedom ,Tony Kgoroge,africa|apartheid|nelson mandela|president|resistance,http://www.imdb.com/title/tt2304771/?ref_=fn_tt_tt_1
Free Style,107481,William Dear,Corbin Bleu,Drama,Madison Pettis,Free Style ,Sandra Echeverría,,http://www.imdb.com/title/tt1128071/?ref_=fn_tt_tt_1
Q,107537,Laurent Bouhnik,Johnny Amaro,Drama,Déborah Révy,Q ,Yassine Azzouz,female explicit nudity|hand job|oral sex|penetration|unsimulated sex,http://www.imdb.com/title/tt1879030/?ref_=fn_tt_tt_1
Concussion,108445,Peter Landesman,Eddie Marsan,Biography|Drama|Sport,Will Smith,Concussion ,Albert Brooks,chronic traumatic encephalopathy|concussion|football|football player|pathologist,http://www.imdb.com/title/tt3322364/?ref_=fn_tt_tt_1
Concussion,145839,Peter Landesman,Eddie Marsan,Biography|Drama|Sport,Will Smith,Concussion ,Albert Brooks,chronic traumatic encephalopathy|concussion|football|football player|pathologist,http://www.imdb.com/title/tt3322364/?ref_=fn_tt_tt_1
Son of God,109897,Christopher Spencer,Amber Rose Revah,Biography|Drama|History,Roma Downey,Son of God ,Darwin Shaw,bare chested male bondage|crucifixion|loincloth|reference to god|resurrection,http://www.imdb.com/title/tt3210686/?ref_=fn_tt_tt_1
Stardust,110179,Matthew Vaughn,David Kelly,Adventure|Family|Fantasy|Romance,Henry Cavill,Stardust ,Nathaniel Parker,king|magic|one word title|pirate|village,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1
Stardust,54259,Matthew Vaughn,David Kelly,Adventure|Family|Fantasy|Romance,Henry Cavill,Stardust ,Nathaniel Parker,king|magic|one word title|pirate|village,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1
Draft Day,110453,Ivan Reitman,Chi McBride,Drama|Sport,Jennifer Garner,Draft Day ,Patrick St. Esprit,cleveland browns|head coach|linebacker|nfl|team owner,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1
Dragonfly,110562,Tom Shadyac,Susanna Thompson,Drama|Fantasy|Mystery|Romance|Thriller,Joe Morton,Dragonfly ,Matt Craven,death|doctor|grave|patient|venezuela,http://www.imdb.com/title/tt0259288/?ref_=fn_tt_tt_1
Dragonfly,5127,Tom Shadyac,Susanna Thompson,Drama|Fantasy|Mystery|Romance|Thriller,Joe Morton,Dragonfly ,Matt Craven,death|doctor|grave|patient|venezuela,http://www.imdb.com/title/tt0259288/?ref_=fn_tt_tt_1
Heaven Is for Real,110750,Randall Wallace,Connor Corum,Biography|Drama,Jacob Vargas,Heaven Is for Real ,Rob Moran,based on true story|christ|christian|near death experience|pastor,http://www.imdb.com/title/tt1929263/?ref_=fn_tt_tt_1
Palo Alto,111387,Gia Coppola,Nat Wolff,Drama,James Franco,Palo Alto ,Olivia Crocicchia,girls' soccer|high school|high school student|soccer coach|teenager,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1
Boyhood,112290,Richard Linklater,Lorelei Linklater,Drama,Ellar Coltrane,Boyhood ,Libby Villari,12 year time span|coming of age|domestic abuse|growing up|separated parents,http://www.imdb.com/title/tt1065073/?ref_=fn_tt_tt_1
Whiplash,112552,Damien Chazelle,Melissa Benoist,Drama|Music,J.K. Simmons,Whiplash ,Chris Mulkey,conservatory|drummer|emotional abuse|music school|obsession,http://www.imdb.com/title/tt2582802/?ref_=fn_tt_tt_1
Whiplash,134771,Damien Chazelle,Melissa Benoist,Drama|Music,J.K. Simmons,Whiplash ,Chris Mulkey,conservatory|drummer|emotional abuse|music school|obsession,http://www.imdb.com/title/tt2582802/?ref_=fn_tt_tt_1
Whiplash,166024,Damien Chazelle,Melissa Benoist,Drama|Music,J.K. Simmons,Whiplash ,Chris Mulkey,conservatory|drummer|emotional abuse|music school|obsession,http://www.imdb.com/title/tt2582802/?ref_=fn_tt_tt_1
Brothers,112570,Jim Sheridan,Jake Gyllenhaal,Drama|Thriller,Natalie Portman,Brothers ,Bailee Madison,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1
Brothers,112570,Jim Sheridan,Jake Gyllenhaal,Drama|Thriller,Natalie Portman,Brothers ,Ethan Suplee,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1
Brothers,72605,Jim Sheridan,Jake Gyllenhaal,Drama|Thriller,Natalie Portman,Brothers ,Bailee Madison,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1
Brothers,72605,Jim Sheridan,Jake Gyllenhaal,Drama|Thriller,Natalie Portman,Brothers ,Ethan Suplee,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1
Brothers,141120,Jim Sheridan,Jake Gyllenhaal,Drama|Thriller,Natalie Portman,Brothers ,Bailee Madison,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1
Brothers,141120,Jim Sheridan,Jake Gyllenhaal,Drama|Thriller,Natalie Portman,Brothers ,Ethan Suplee,afghanistan|death of soldier|presumed dead|prisoner|war trauma,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1
If I Stay,113604,R.J. Cutler,Mireille Enos,Drama|Fantasy|Music|Romance,Chloë Grace Moretz,If I Stay ,Stacy Keach,car accident|coma|out of body experience|reference to the exploited|teenage girl,http://www.imdb.com/title/tt1355630/?ref_=fn_tt_tt_1
The Skeleton Twins,114074,Craig Johnson,Boyd Holbrook,Comedy|Drama,Ty Burrell,The Skeleton Twins ,Kathleen Rose Perkins,adultery|brother sister relationship|estrangement|siblings|suicide attempt,http://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1
Bones,115791,,T.J. Thyne,Comedy|Crime|Drama|Mystery|Romance,Michaela Conlin,Bones             ,Tamara Taylor,anthropologist|fbi|fbi agent|forensics|investigation,http://www.imdb.com/title/tt0460627/?ref_=fn_tt_tt_1
Bones,4852,,T.J. Thyne,Comedy|Crime|Drama|Mystery|Romance,Michaela Conlin,Bones             ,Tamara Taylor,anthropologist|fbi|fbi agent|forensics|investigation,http://www.imdb.com/title/tt0460627/?ref_=fn_tt_tt_1
Mr. Turner,115824,Mike Leigh,Ruth Sheen,Biography|Drama|History,Lesley Manville,Mr. Turner ,Karl Johnson,prism|rented room|scrofula|sketching|sunrise,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1
Rosewater,116841,Jon Stewart,Claire Foy,Biography|Drama,Numan Acar,Rosewater ,Haluk Bilginer,based on true story|hijab|journalism|prison|reference to mahmoud ahmedinejad,http://www.imdb.com/title/tt2752688/?ref_=fn_tt_tt_1
When the Game Stands Tall,117308,Thomas Carter,Matthew Daddario,Drama|Family|Sport,Jessie T. Usher,When the Game Stands Tall ,Ser'Darius Blain,coach|high school football,http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1
Beyond the Lights,117456,Gina Prince-Bythewood,Nate Parker,Drama|Music,Minnie Driver,Beyond the Lights ,Darryl Stephens,domestic abuse|public humiliation|sex symbol|singer|suicide attempt,http://www.imdb.com/title/tt3125324/?ref_=fn_tt_tt_1
Black or White,117861,Mike Binder,Gillian Jacobs,Drama,Jennifer Ehle,Black or White ,Jillian Estell,color in title,http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1
Still Alice,117881,Richard Glatzer,Hunter Parrish,Drama,Kristen Stewart,Still Alice ,Seth Gilliam,alzheimer's disease|bechdel test passed|linguistics professor|new york city|reference to angels in america the play,http://www.imdb.com/title/tt3316960/?ref_=fn_tt_tt_1
